"id","type","name","date","start","end","abstract","track","venue","format","subs","authors","moderator","","","","","","","","","","","","",""
"112","Session","International Network for Economic Method (INEM)","2021-11-11","8:30:00","10:00:00","<p style=""line-height: 1;"">Modality and How-Possibly Explanations in Economics</p><p style=""line-height: 1;""><br /></p><p style=""line-height: 1;"">Short summary (180)</p><p style=""line-height: 1;"">There is a growing interest concerning the modal features of modelling across the sciences, with</p><p style=""line-height: 1;"">economics being no exception. Economic modelling practices do not fit the procrustean bed of</p><p style=""line-height: 1;"">full how-actually explanations and the demanding criteria on models that come with it. Instead of</p><p style=""line-height: 1;"">dismissing these practices as epistemically inert, more effort must be invested in investigating</p><p style=""line-height: 1;"">the role they play in establishing modal claims and providing how-possibly explanations.</p><p style=""line-height: 1;"">However, we still have a limited understanding of how how-possibly explanations are formed</p><p style=""line-height: 1;"">and used in practice and of their relationship with how-actually explanations. We also lack</p><p style=""line-height: 1;""><br /></p><p style=""line-height: 1;"">methodological criteria that would help us to assess the epistemic and heuristic value of how-</p><p style=""line-height: 1;"">possibly explanations.</p><p style=""line-height: 1;""><br /></p><p style=""line-height: 1;"">This session aims to make three chief contributions. First, we show that the practice of</p><p style=""line-height: 1;"">establishing modal claims is well entrenched in the practice of economists, even those with an</p><p style=""line-height: 1;"">eye on policy. Second, we illuminate how how-possibly explanations relate to economic</p><p style=""line-height: 1;"">modelling practices and how they are used to acquire how-actually explanations of phenomena</p><p style=""line-height: 1;"">of interest. Third, we provide methodological resources to appraise how-possibly explanations in</p><p style=""line-height: 1;"">economics.</p><p style=""line-height: 1;""><br /></p><p style=""line-height: 1;"">Topic description (991)</p><p style=""line-height: 1;"">How we can learn about the world with highly idealized models has been a vexing philosophical</p><p style=""line-height: 1;"">issue. These models often do not faithfully describe the world as it is, yet it also seems they are</p><p style=""line-height: 1;"">not epistemically vacuous. Philosophers have started to draw attention to the modal features of</p><p style=""line-height: 1;"">scientific modelling (e.g. Betz 2015; Bokulich 2014; Knuuttila and Koskinen 2020; Massimi</p><p style=""line-height: 1;"">2019; Rice 2016; Shech and Gelfert 2019; Weisberg 2013). According to that growing body of</p><p style=""line-height: 1;"">literature, scientists sometimes seek to establish possibility claims. For instance, biologists</p><p style=""line-height: 1;"">synthesize potential organisms (Elowitz and Lim 2010) and physicists model impossible</p><p style=""line-height: 1;"">perpetual motion machines (Feynman, Leighton, and Sands 2010) to further our understanding of</p><p style=""line-height: 1;"">the world. They pursue the epistemic goals of science by inquiring into the possible and</p><p style=""line-height: 1;"">impossible.</p><p style=""line-height: 1;"">We observe a similar interest concerning economic models. They are sometimes said to describe</p><p style=""line-height: 1;"">credible worlds (Sugden 2000, 2009), establish possibility claims to rebut impossibility ones</p><p style=""line-height: 1;"">(Grüne-Yanoff 2009), or provide how-possibly explanations (Aydinonat 2007, 2008; Ylikoski</p><p style=""line-height: 1;"">and Aydinonat 2014). All this draws attention to the modal features of economic modelling</p><p style=""line-height: 1;"">(Hausman 1984; Rappaport 1986, 1989, 1998): economics pursues not only its aims by</p><p style=""line-height: 1;"">investigating what is actual, but also what is possible. Moreover, while some philosophers of</p><p style=""line-height: 1;"">economics are pessimistic about the capacities of economic models to accurately represent the</p><p style=""line-height: 1;"">actual world and explain (Alexandrova and Northcott 2013), others have suggested that they</p><p style=""line-height: 1;"">might fare better as representations of genuine possibilities (Grüne-Yanoff 2013; Verreault-</p><p style=""line-height: 1;"">Julien 2017; Ylikoski and Aydinonat 2014), thus offering an alternative and nuanced vindication</p><p style=""line-height: 1;"">of current economic modelling practices.</p><p style=""line-height: 1;""><br /></p><p style=""line-height: 1;"">The methodology of economics needs this nuance. Prediction and explanation are commonly</p><p style=""line-height: 1;"">considered as the most important goals of economic modelling. Yet, typical accounts of</p><p style=""line-height: 1;"">economic modelling that rely on representational adequacy and robustness as criteria for success</p><p style=""line-height: 1;"">suggest that most economic models fail to achieve these goals (Aydinonat and Köksal 2019). It is</p><p style=""line-height: 1;"">true that economic models often do not meet the decomposability assumptions needed for</p><p style=""line-height: 1;"">minimalist accounts of idealization (Cartwright 2009; Grüne-Yanoff 2011) and that most of them</p><p style=""line-height: 1;"">are not robust to many kinds of de-idealizations (Knuuttila and Morgan 2019). Thus, they are</p><p style=""line-height: 1;"">unlikely candidates for providing good predictions or explanations. But it does not follow from</p><p style=""line-height: 1;"">this that most economic modelling is deficient. The reason is that the dominant accounts of</p><p style=""line-height: 1;"">economic modelling do not do much justice to practice of economic modelling and particularly</p><p style=""line-height: 1;"">to its modal features. Before dismissing these practices as epistemically inert, one must invest</p><p style=""line-height: 1;"">more effort in investigating the role models play in establishing modal claims and providing</p><p style=""line-height: 1;"">how-possibly explanations.</p><p style=""line-height: 1;"">However, we currently have a limited understanding of modal modelling. No systematic survey</p><p style=""line-height: 1;"">of modal modelling practices in economics exists, and few proposals have been offered how to</p><p style=""line-height: 1;"">categorize and systematize these practices. Nor are there clear analyses of the epistemic</p><p style=""line-height: 1;"">contributions of economic modal modelling. Do they consist in how-possibly explanations that</p><p style=""line-height: 1;"">have epistemic value in their own right, or do they indirectly contribute to how-actually</p><p style=""line-height: 1;"">explanations, and only through that acquire value? Furthermore, we also lack methodological</p><p style=""line-height: 1;"">criteria for assessing the quality of specific how-possibly explanations.</p><p style=""line-height: 1;"">This session focusses on those modelling practices that relate to how-possibly explanations. It</p><p style=""line-height: 1;"">consists of three papers that examine distinct features of how-possibly explanations in</p><p style=""line-height: 1;"">economics. Each paper documents some specific modal modelling practices in economics,</p><p style=""line-height: 1;"">ranging from central bank modelling through trade theory to modelling cooperation. Each paper</p><p style=""line-height: 1;"">then analyses how these practices make a substantial epistemic contribution, and concludes by</p><p style=""line-height: 1;"">identifying criteria for assessing the quality of these modal modelling practices.</p><p style=""line-height: 1;"">The first paper focusses on models considered potential candidates for providing causal</p><p style=""line-height: 1;"">explanations, as one finds them, e.g., in central bank multi-model platforms. When considered on</p><p style=""line-height: 1;"">their own, these models merely provide 'thin' how-possibly explanations of little epistemic</p><p style=""line-height: 1;"">value. Yet, in practice, these models are crucial for acquiring how-actually explanations. The</p><p style=""line-height: 1;"">paper illustrates such practices by showing how the Bank of England integrates multiple how-</p><p style=""line-height: 1;"">possibly models in its COMPASS platform, aiming at how-actually explanation of real-world </p><p style=""line-height: 1;"">phenomena, and it investigates the success conditions of such how-actually explanations in terms</p><p style=""line-height: 1;"">of how well they facilitate reasoning about reliable intervention.</p><p style=""line-height: 1;"">The second paper emphasizes that economists often make use of multiple models along with</p><p style=""line-height: 1;"">other sources of information in their quest for explaining actual phenomena. Therefore,</p><p style=""line-height: 1;"">individual models rarely function as explanantia. Rather, economists typically use a set of</p><p style=""line-height: 1;"">models (each of them highly idealized) to construct a 'menu' of possible explanations,</p><p style=""line-height: 1;"">viz. explanations whose truth isn't yet established. When doing so, they rely on a diversity of</p><p style=""line-height: 1;"">models and sources of evidence. Determining the actual explanation is then a matter of</p><p style=""line-height: 1;"">eliminating the possible candidate explanations and establishing the truth of the relevant</p><p style=""line-height: 1;"">explanantia.</p><p style=""line-height: 1;"">The third paper argues that the practice of providing 'mere' how-possibly explanations does not</p><p style=""line-height: 1;"">entitle economists to formulate any just-so story they wish. It proposes a conceptual framework</p><p style=""line-height: 1;"">that allows assessing 'good' from 'bad' how-possibly explanations. This conceptual framework</p><p style=""line-height: 1;"">relies on two key distinctions: the first between how-actually and how-possibly explanations, the</p><p style=""line-height: 1;"">second between epistemic and objective how-possibly explanations. It argues that both of these</p><p style=""line-height: 1;"">latter categories afford their own epistemically relevant results, and both have the conceptual</p><p style=""line-height: 1;"">resources to distinguish between good and bad models. The paper illustrates these arguments</p><p style=""line-height: 1;"">with examples from trade theory, economic geography, and social cooperation.</p><p style=""line-height: 1;"">With these three presentations, the session aims to further our understanding of how-possibly</p><p style=""line-height: 1;"">explanations and modal modelling in economics. In particular, we pursue three goals. First, we</p><p style=""line-height: 1;"">show that the practice of establishing modal claims is well entrenched in the modelling strategies</p><p style=""line-height: 1;"">of economists, even those with an eye on policy. Second, we illuminate how how-possibly</p><p style=""line-height: 1;"">explanations make substantial epistemic contributions, either by establishing relevant free-</p><p style=""line-height: 1;"">standing modal claims or by facilitating, in conjunction with other sources of information, the</p><p style=""line-height: 1;"">development of how-actually explanations of phenomena of interest. Third, we provide</p><p style=""line-height: 1;"">methodological guidelines for assessing the quality of how-possibly explanations, thus showing</p><p style=""line-height: 1;"">that they are distinct from methodologically naive just-so stories.</p>","Philosophy of Economics","Key Ballroom 09","Hybrid Presentation","The Needle in the Haystack: Finding the Actual Amongst the Possible|Economic Models and Possible Explanation|How-Possibly Explanations in Economics: Anything Goes?|||","Till Grüne-Yanoff, Jennifer Jhun, N. Emrah Aydinonat","PSA Office,  Philippe Verreault-Julien,  Jessica Pfeifer,  PSA Support 3,  PSA Support 2,  PSA Support 1","","","","","","","","","","","","",""
"113","Session","Minorities and Philosophy (MAP)","2021-11-11","8:30:00","10:00:00","<p>Topic: Race and Racial Justice</p><p><br /></p><p>MAP's mission is to address structural injustices in academic philosophy and to remove</p><p>barriers that impede participation in academic philosophy for members of marginalized groups. In</p><p>this symposium, we are proud to present the work of three early-career philosophers on the</p><p>intersection of race, racial justice, and scientific practices. Speakers will reveal the critical roles that</p><p>race and racial justice play in biology, medicine, and environmental science, from the perspectives of</p><p>metaphysics, epistemology, and ethics. Ian Peebles poses the following question: when is it morally</p><p>permissible to use a biological racial classification (BRC) in medicine in such a way that aligns with</p><p>racial justice? Using a virtue ethics framework, Peebles introduces three constraints for the</p><p>permissible use of BRC in medicine, while withholding any metaphysical commitment to the reality</p><p>of these classifications. Celso Neto will present arguments from inductive risk to challenge a version</p><p>of biological race realism. Because socio-political values inevitably influence claims about kinds,</p><p>Neto contends, potentially harmful consequences of biological race realism must be addressed by</p><p>proponents of this view. Finally, Jesi Taylor Cruz draws our attention to the high concentration of</p><p>pollutants and biohazards in U.S. carceral environments such as jails, prisons, and detention centers.</p><p>Using the New York City carceral archipelago as a case study, Cruz will examine the complex</p><p>relationships among climate science, public health, and chronic disenfranchisement to shed light on</p><p>the role of environmental racism in the project of state-building.</p>","","Key Ballroom 04","Hybrid Presentation","To race or not to race: when (if ever) is it morally permissible to use a biological racial  classification in medicine?|The Metaphysics of Race meets Inductive Risk: Issues for the New Deflationary Biological  Race Realism|Carceral Wastelands: On Waste Inequity and Mass Incarceration in the US|||","Celso Neto, Ian Peebles, Jesi Cruz","PSA Office,  Jingyi Wu,  Jessica Pfeifer,  PSA Support 3,  PSA Support 2,  PSA Support 1","","","","","","","","","","","","",""
"114","Session","Society for Philosophy of Technology (SPT)","2021-11-11","8:30:00","10:00:00","<p dir=""ltr"">Work in the field of philosophy of technology overlaps with the philosophy science upon multiple points of study. Perhaps the most straightforward of these is the topic of scientific instrumentation. Philosophers of technology study laboratory instrumentation through a variety of perspectives, approaching the epistemological, material, practical, and embodied aspects of these devices along multiple trajectories. Participants in our panel address the concrete details of these devices-from neuroscientific brain stimulation, to Landsat images of Earth, to Hubble images of Mars-and their roles in scientific investigation. Scholars in this particular panel bring insights from both the phenomenological and American pragmatic schools of thought.</p><p dir=""ltr"">The panel also serves as a celebration of recent books published in the book series ""Postphenomenology and the Philosophy of Technology."" The presenters on this panel are authors or editors of books that are forthcoming or have been published over the past year. They include Bas de Boer's monograph How Scientific Instruments Speak: Postphenomenology and Technological Mediations in Neuroscientific Practice, Samantha J. Fried and Robert Rosenberger's collection Postphenomenology and Imaging: How to Read Technology, and Andrew Wells Garnar and Ashley Shew's Feedback Loops: Pragmatism about Science and Technology, a festschrift on the work of Joe Pitt.</p>","Philosophy of Technology","","Remote Presentation","Philosophy of Technology as a Hyperspace Transmogrifier|How Scientific Instruments Speak: Technological Mediations in Neuroscientific Practice|On the Multistability of Images in Science:   Examples from Neurobiological and Planetary Imaging |||","Ashley Shew, Andrew Garnar, Bas de Boer, Samantha Fried, Robert Rosenberger","PSA Office,  Kirk Besmer,  Jessica Pfeifer","","","","","","","","","","","","",""
"115","Session","Society for Philosophy and Psychology (SPP)","2021-11-11","10:15:00","11:45:00","<p>Philosophical and Psychological Perspectives on Explanation</p><p><br /></p><p>This symposium will feature five projects at the intersection of philosophy and psychology</p><p>exploring the structure and content of explanation. The contributors will address philosophical</p><p>questions about how explanations are constructed and interpreted in light of psychological</p><p>findings about scientific cognition. The symposium will consist of five 15-minute talks, with</p><p>three minutes following each talk for questions.</p><p><br /></p><p>Sara Aronowitz will begin the symposium with a discussion of structural constraints on</p><p>explanation, arguing that satisfying explanations contain not just abstract, semantic structure but</p><p>also experiential, temporal structure. Daniel Wilkenfeld, Richard Samuels, and James Fritz will</p><p>then explore the structure of a particular kind of explanation-mathematical explanation-by</p><p>probing psychological attitudes about the truth of mathematical statements and the existence of</p><p>mathematical entities. Next, Elizabeth Bonawitz will present an interdisciplinary model of</p><p>scientific reasoning, demonstrating how explanatory activities are constrained by cognitive</p><p>engagement, via questions and thought experiments, as well as cognitive emotions, like</p><p>uncertainty and surprise. David Danks will then present a model of theory discovery, arguing</p><p>that cognitive science provides a precedent for at least two rational (logic-based) pathways of</p><p>discovery: automated discovery via machine learning and deliberative discovery via theory-</p><p>based inference. Andrew Shtulman will conclude the symposium by exploring the question of</p><p>what happens to folk explanations of natural phenomena when we acquire scientific explanations</p><p>of the same phenomena and whether we can learn to privilege the latter over the former.</p><p>Collectively, these talks will highlight the interplay of psychology and philosophy in</p><p>constraining and testing current theories of explanation.</p>","Philosophy of Psychology","Key Ballroom 01","In-Person Presentation","Multiple Cognitive Structures: When and Why?|A Nonfictional Look at Mathematical Fictionalism|Engaging mental models in prediction and explanation to support learning in early childhood|Rational scientific theory discovery|Navigating the Conflict Between Science and Intuition|","Sara Aronowitz, David Danks, Daniel Wilkenfeld, Richard Samuels, Elizabeth Bonawitz, Andrew Shtulman","Andrew Shtulman","","","","","","","","","","","","",""
"116","Session","ISHPSSB","2021-11-11","10:15:00","11:45:00","<p>It is widely acknowledged among biologists that diverse living systems possess the capacity to</p><p>undergo regeneration, that is, they can under some circumstances repair and maintain themselves</p><p>following disturbance or damage. But because of the siloed nature of biological sciences, there is</p><p>little consensus about how processes of regeneration in different biological systems relate to one</p><p>another and little discussion about what can be learned from thinking across systems. This</p><p>symposium will provide a sustained analysis of the process of regeneration across biological</p><p>systems and scales. Bringing together philosophers currently investigating regeneration at</p><p>different scales, the aim of this symposium is to work towards answers to three crucial questions:</p><p>(i) What is regeneration? (ii) How does it compare with related concepts (such as resilience,</p><p>repair, growth, reproduction, and restoration)? (iii) Do the commonalities among regenerative</p><p>processes across living systems warrant a general theory of regeneration?</p>","","","Remote Presentation","Microbial community regeneration|Regeneration and cancer|Regeneration and the germline|The role of value attribution in coral regeneration|What is Regeneration in Biology, How Do We Know, and Why Should We Care?|","Elis Jones, Andrew Inkpen, Lucie Laplane, Jane Maienschein, Kate MacCord","PSA Office,  Andrew Inkpen,  Jessica Pfeifer","","","","","","","","","","","","",""
"117","Session","Philosophy of Social Science Roundtable","2021-11-11","10:15:00","11:45:00","<p><strong>Title:</strong> Race, Realism, and Social Scientific Methodology</p><p><br /></p><p><strong>Brief Abstract</strong></p><p>This panel presents a series of talks centered on questions about the reality of race and of how we conceptualize disciplinary boundaries in the social sciences and adjacent areas. Ron Mallon investigates the objectivity of race in discussions in social ontology and the metaphysics of racial kinds. Mallon defends a role for racial identification in constituting a racial kind. Richard Lauer and Kareem Khalifa investigate the ontological status of race in light of the use of different measures of race in the social sciences. They argue for a thin realism about race that stands in competition with similar extant accounts. Tolbert and Genin investigate issues related to racial injustice in the use of algorithmic decision-making.</p><p><br /></p><p><strong>Justification of Importance to the Discipline</strong></p><p>This symposium brings together philosophers who are engaged with philosophical questions about social scientific methodology and the reality of race. The authors are informed both by philosophical methods of understanding racial identity and with a concern for the methodology of the social sciences in pursuing questions about the nature of social kinds, especially race.</p><p>These questions are addressed using tools and insights from both the philosophy of science and the social sciences. In exploring each of these topics, the authors consider the status of race as social kind and the use of measures of race in the social sciences. In addressing these issues, the authors touch on a range of issues of importance to the philosophy of science. For example, there are questions about the existence of racial kinds to which Ron Mallon's paper contributes. Lauer and Khalifa bring together questions about measurement of race that are not often addressed in the philosophy of social science with questions about the ontology of race, thus contributing to the debate about scientific realism in the social sciences (a burgeoning debate that is receiving increased attention in the philosophy of social science literature). Finally, Tolbert and Genin also contribute to the empirical discussion of race, particularly where it contacts important and timely social concerns related to algorithmic decision-making.</p><p>In sum, all topics in this symposium address questions of central importance to the philosophy of science, especially the characterization of kinds deployed in the social sciences, the ontological import of measures in the social sciences.</p>","Philosophy of Social Science","Key Ballroom 11","Hybrid Presentation","Against Predictive Invariance|Race, Objectivity, and Identity|Placeholder Realism about Race|||","Richard Lauer, Kareem Khalifa, Ronald Mallon, Konstantin Genin, Alexander Tolbert ","Quayshawn Spencer","","","","","","","","","","","","",""
"118","Session","HOPOS","2021-11-11","10:15:00","11:45:00","<p>Justifying inductive inferences</p><p>This session details how three natural philosophers -- Isaac Newton, Immanuel</p><p>Kant, and Charles Lyell -- thought of, and attempted to justify, inductive</p><p>inference. We see that each recognized the necessity of inductive inference for</p><p>scientific knowledge and, given this necessity, appealed to different core</p><p>concepts and principles to support it. These concepts/principles were both</p><p>methodological and substantive in kind, and highlight the various ways in which</p><p>inductive inference can be placed in the larger landscape of scientific</p><p>knowledge. In particular, we see how each of these philosophers brought in</p><p>additional resources to support an assumption of ""uniformity of nature"", thus</p><p>making it rational to presuppose some resemblance between present and future</p><p>or past experience, contrary to Hume's view that any such presupposition begs</p><p>the question.</p>","","","Remote Presentation","Fitter, Stronger, More General: The Multiple Aspirations of Newtonian Induction|Systematicity and Necessity in Kant’s Account of Particular Causal Laws|The Impact of Uniformitarianism on Geologic Induction|||","Zvi Biener, Meghan Page, Katherine Dunlop","PSA Office, Prof. Matthew J. Brown,  Jessica Pfeifer","","","","","","","","","","","","",""
"119","Session","SPSP","2021-11-11","10:15:00","11:45:00","<p dir=""ltr"">Pluralism and Integration in Human Cognitive and Behavioral Sciences</p><p dir=""ltr"">Philosophical accounts of the structure of science or of individual scientific disciplines (e.g., biology) have either endorsed a pluralism about scientific methods and explanatory models, or argued for integrative relations among fields and scientific ideas. An important case in point is the scientific study of human cognition and behavior, which because of its attempts to explain human aggression, sexuality, or gender differences has potential policy implications and has witnessed public controversy. Recently, Helen Longino has prominently argued for a strong pluralism, by maintaining that the different approaches to the study of human behavior cannot be integrated because they are incommensurable.</p><p>This symposium both takes a critical look at arguments for pluralism and analyzes novel cases from neuroscience and human behavior research, with the aim of revealing the presence of integrative relations or the potential for future integration. Our case studies range from behavior genetics to the neuroscience of face recognition, radical embodied cognitive science, and neuropsychiatry. Several of these philosophical cases have been developed based on collaborative interactions with cognitive and behavioral scientists. </p>","","Key Ballroom 02","Hybrid Presentation","Integrating Methods in the Human Behavioral Sciences:  Implications for Scientific Pluralism|Toward a More Fine-Grained and Diverse Methodological Landscape  of Human Behavior Research|Tales of Brains and Behavior:  A Pluralist Integration in Radical Embodied Cognitive Scienc|||","Ingo Brigandt, Vicente Raja, Dr. Kathryn Plaisance","Ingo Brigandt","","","","","","","","","","","","",""
"120","Session","General Philosophy of Science","2021-11-11","15:15:00","17:15:00","","Logic and Science","Key Ballroom 01","In-Person Presentation","The Evidence-Observation Distinction in Observation Selection Effects|An Epistemic Account of Complex Phenomena|On Falsifying Empirical Contradictions|||","Matthew Maxwell, Luis Felipe Bartolo Alegre, Steve Elliott","Karen Kovaka","","","","","","","","","","","","",""
"121","Session","IHPST","2021-11-11","10:15:00","11:45:00","<p>Nature of Science and the Communication of Biopolitics</p><p dir=""ltr"">During the COVID-19 crisis, unfortunately in most cases, both mainstream media and social media have reproduced one way of thinking: a politicized scientism. Science in all areas of research is characterized by open dialogue, conflicting arguments and multiple approaches in solving scientific problems. This image of science has disappeared from the public awareness for almost two years now. </p><p dir=""ltr"">In the first paper of this symposium, an analysis of a series of on line videos and the comments that follow them as well as a variety of published on line articles where politicians, scientists and citizens present their ideas about the COVID-19 crisis is being presented. Results show that certain sequences in the structure of language and arguments concerning the aspects of the nature of science are present in the way politicians, scientists and citizens present their approach towards the COVID-19 crisis. </p><p dir=""ltr"">On the one hand, those supporting the biopolitically accepted as correct agenda present minimum nature of the science content in their arguments, while completely miss the synthetic nature of science as a product and the nature of the evolution and the methodologies of science. Nevertheless, they overemphasize on elements concerning the nature of the science context and the interrelations between science and society that impose demands on scientific research and development coming from power centers and power figures of modern society, having a result on spreading bio-biased attitudes to the community. </p><p dir=""ltr"">On the other hand, scientists and citizens engaged in public on line dialogues, present high input of the nature of the science content, of the synthetic nature of science as a product and of the nature of the evolution and the methodologies of science. In this case, the nature of the science context and the nature of the interrelations between science and society are brought forward in order to express the suppression of theories and research results that disagree with the biopolitically accepted as correct agenda to the extent of science being censored, while bioethics arguments point out the necessity of discussing about the nature of attitudes and values expressed though and fostered by science. </p><p dir=""ltr"">In the second paper of the symposium, the case of Sweden is discussed. The Swedish authorities have referred heavily to 'evidence' and 'lack of evidence' when motivating the use or non-use of different regulations. For example, the Swedish state epidemiologist for a long time argued against the use of masks by the general public, due to lack of evidence of its usefulness to prevent the spreading of the COVID-19 virus. </p><p dir=""ltr"">The reference to evidence/lack of evidence has been praised as well as criticized in the general debate involving the general public, politicians as well as scientists. The relationship between policy decisions and scientific knowledge is always complex. </p><p dir=""ltr"">The debate on what actions should be taken in relation to COVID-19 would benefit from scientists, policy stakeholders, politicians and the general public clarifying pros and cons, risks and benefits, and the values guiding the choices between different possible actions. In addition, in issues such as what actions to take in relation to the COVID-19 virus, the situation is even more complex since ""how the world 'is'"" is subject to ongoing research – the evidence is not clear, nor is there agreement on what counts as evidence, or what constitutes reasonable evidence requirements. </p><p dir=""ltr"">The paper suggests that science education should learn from the ongoing pandemic and reconsider simplistic notions of 'evidence' and 'investigations' described in secondary science textbooks, where processes of science are described as formulating a hypothesis, planning and performing an investigation and drawing conclusions, while 'messy' research processes and the nature of ongoing research are often left out. In addition, the relationship between ongoing research, evidence, and policy decisions should be discussed in more detail than what is usually the case, due to its importance for citizenship and everyday life. </p><p dir=""ltr"">The third paper of the symposium discusses the fact that many individuals and students in particular, often do not have the tools to discern quality scientific information from tentative or poor quality information. They often fail to recognize pseudoscience, false information, or propaganda. Therefore, key foundational pedagogical concepts that are needed to develop the ability to evaluate scientific information are proposed such as: a) how inductive, deductive, and abductive reasoning work together to build scientific knowledge, b) how one can categorize types of scientific knowledge based on their tentativeness, c) how argument and evidence are codified by citations and referencing, d) how peer-review, publishing, and review articles are crucial in developing scientific consensus and e) how to find and access quality science information.</p><p dir=""ltr"">In the fourth paper of this symposium, the discussion focuses on the demand from society towards science education researchers to make proposals for digital educational material and teaching strategies that would help teachers understand and then be able to help their students learn what a virus triggered disease is and what medical research has to offer to tackle it. </p><p dir=""ltr"">The need for a logical, distant from the current moment, objective approach and presentation in digital narratives created about diseases, their medicines and their vaccines, is presented coupled with the challenge designers and developers of digital narratives face to make an emotional over-ride, that is to find one or more tricks or perspectives that distract the audience from getting too emotionally involved. </p><p dir=""ltr"">A digital narrative is presented in this paper that has been created based on history of science and history of medicine about diseases and attempts to point out elements of the nature of science about disease and treatment. </p><p dir=""ltr"">The analysis of research data coming from interviews with teachers and students shows the impact of the developed digital narrative and opens the discussion on the educational demands of teachers and students for digital educational material and teaching approaches about diseases, medicines and vaccines especially in the current times when digital science narratives contribute to the on-line spread of information to citizens.</p><p dir=""ltr"">In the fifth paper of this symposium, attention is brought to the importance to identify what content is privileged around health and disease in science curricula, in the context of the COVID-19 pandemic, pointing out the urgent task to help science teachers move from information to knowledge enabling action, exploring a multi-causal and multi-referential approach conveyed through narratives. The potential of the narrative format is examined in order to provide context, information and relations for students to explain aspects of pandemics from the past, present and future. </p><p dir=""ltr"">Current education seems in competition with circulation of information facilitated by new technologies. The problem is that this ""non-processed"" information serves for little more than being used in non-productive ways. </p><p dir=""ltr"">In this scenario, how can schools take profit of their position in society? </p><p dir=""ltr"">Is school science preparing students to understand the links between ecosystemic degradation and the emergence of SARS-CoV-2? </p><p dir=""ltr"">How can ""standard"" scientific content cope with socio-scientific issues such as whether ""generalist"" preventive measures are applicable in complex and sensitive contexts? </p><p dir=""ltr"">What is the robustness of these ""epistemic"" operations based on a list of biomedical data on COVID-19? </p><p dir=""ltr"">The paper examines the potential of scientific narratives to provide context, information and relations necessary for students to explain through theoretical models key aspects of pandemics aligning with the incorporation of an ""integrated view"" into school science and using narratives as a powerful vehicle to implement it in science classrooms.</p>","","","Remote Presentation","Nature of Science in the Public Discussion between Politicians, Scientists and Citizens in the Era of Biopolitics|The Notion of Evidence in Policy Discourse on Covid19 – Implications for Science Education|Key Pedagogical Concepts for Teaching Students about Scientific Knowledge |Multi-Referential Narratives on Epidemics as a Tool for Critical Science Education|Creating Digital Narratives for Science Education about Diseases, Medicines and Vaccines|","Fanny Seroglou, Lena Hansson, Lori Maramante, Agustín Adúriz-Bravo, Anna Letsi","PSA Office,  Fanny Seroglou,  Jessica Pfeifer","","","","","","","","","","","","",""
"127","Session","Poster Forum and Reception","2021-11-12","18:30:00","20:30:00","","","Key Ballroom South Foyer","","If not Confirmatory, What is Robustness Good for? The Modal View|Vetting Theoretical Virtues: Parsimony and the Framing Effect|For Topological Explanations and Against Mechanistic Fundamentality|Epistemic Principles of Astrobiology|Interactionalism about Black Hole Thermodynamics: Between Functionalism and Operationalism|The Missing Link in Inferences with Climate Networks","Eugene Vaynberg, Yafeng Shan, Julia Bursten, Aydin Mohseni, Thomas Reydon, David Kinney, Jennifer Jhun, Collin Rice, Areins Pelayo, Marina DiMarco, Katherine Valde, John Bickle, Kayoung Kim, Alan Love, Nora Boyd, Yoshinari Yoshida, Dan Li, Jan Pieter Konsman, Patrick Klösel, Samantha Wakil, Sara Al-Sayed, Vitaly Pronskikh, Adam Krashniak, Aja Watkins, Michael Hicks, Hugh Desmond, Andrew Evans, Katie Morrow, Tomasz Wysocki, Chanwoo Lee, Amanda Corris, Josh May, Dr. Dragana Bozin, Aleta Quinn, Jonathon Abdal, Dr. Brandon Boesch, Craig Fox, Yuval Abrams, Alexander Meehan, Aida Roige Mas, Bixin Guo, Siska De Baerdemaeker, Steven Peck, María Ferreira Ruiz, Jorge Morales, Simon Blessenohl, TJ Perkins, Ashton Sperry, Nuhu Osman Attah, Caitlin Mace, Cory Wright, Samantha Hirshland, Zina Ward, Lauren Wilson, Stephen Perry, Nadia Ruiz, Antonio Danese, Myron A Penner, Dr. Amanda J Nichols, Evan Arnet, Megan Kelly, Neal Anderson, Matthew A. Turner, Soyeong An, Kevin Ortiz Ceballos, Romy Vekony, GE FANG, Wesley Buckwalter, Alex Mathie, Rebecca Korf, Dana Matthiessen, Nick Byrd, James Griesemer, Tuula Klaavuniemi, Nathan Gabriel, Sophia Crüwell, Margaret Farrell, Gray O'Reilly, Jennifer Whyte, Chelsie Greeenlee, Bruce Rushing, Tim Elmo Feiten, Collin Lucken","","","","","","","","","","","","","",""
"129","Break","Nursing Mothers' Room","2021-11-11","8:00:00","18:00:00","","","Tilghman","","","","","","","","","","","","","","","","",""
"130","Break","Nursing Mothers' Room","2021-11-12","8:30:00","18:00:00","","","Tilghman","","","","","","","","","","","","","","","","",""
"131","Break","Nursing Mothers' Room","2021-11-13","8:30:00","18:00:00","","","Tilghman","","","","","","","","","","","","","","","","",""
"132","Break","Nursing Mothers' Room","2021-11-14","8:30:00","12:00:00","","","Tilghman","","","","","","","","","","","","","","","","",""
"138","Break","Registration","2021-11-11","8:00:00","18:00:00","","","Key Ballroom South Foyer","","","","","","","","","","","","","","","","",""
